"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,8,2.25,2.88,2.25,2.80
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,9,2.25,2.92,2.25,3.19
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,10,2.25,2.93,2.25,2.99
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,11,2.25,2.89,2.25,2.51
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,12,2.25,2.90,2.25,3.09
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,1,2.38,1.48,2.38,1.48
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,2,2.38,1.26,2.38,1.02
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,3,2.38,1.62,2.38,2.28
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,4,2.38,1.74,2.38,2.11
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,5,2.38,2.09,2.38,3.41
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,6,2.38,2.33,2.38,3.50
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,7,2.38,2.48,2.38,3.37
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,8,2.38,2.52,2.38,2.85
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,9,2.38,2.61,2.38,3.32
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,10,2.38,2.60,2.38,2.56
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,11,2.38,2.57,2.38,2.23
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,12,2.38,2.61,2.38,3.06
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,1,2.47,2.16,2.47,2.16
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,2,2.47,2.26,2.47,2.37
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,3,2.47,2.48,2.47,2.90
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,4,2.47,2.74,2.47,3.41
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,5,2.47,2.66,2.47,2.34
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,6,2.47,2.99,2.47,4.86
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,7,2.47,3.15,2.47,4.04
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,8,2.47,3.13,2.47,2.99
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,9,2.47,3.08,2.47,2.72
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,10,2.47,3.08,2.47,3.04
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,11,2.47,3.06,2.47,2.89
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,12,2.47,3.08,2.47,3.24
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,1,2.60,3.36,2.60,3.36
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,2,2.60,4.27,2.60,5.30
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,3,2.60,4.03,2.60,3.56
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,4,2.60,3.94,2.60,3.70
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,5,2.60,3.91,2.60,3.81
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,6,2.60,3.97,2.60,4.23
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,7,2.60,3.97,2.60,3.99
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,8,2.60,3.91,2.60,3.49
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,9,2.60,3.91,2.60,3.88
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,10,2.60,3.91,2.60,3.94
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,11,2.60,3.93,2.60,4.22
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,12,2.60,3.79,2.60,2.30
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,1,2.85,5.36,2.85,5.36
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,2,2.85,5.20,2.85,4.60
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,3,2.85,4.34,2.85,2.70
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,4,2.85,4.30,2.85,3.70
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,5,2.85,3.90,2.85,2.60
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,6,2.85,3.60,2.85,2.70
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,7,2.85,3.60,2.85,4.10
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,8,2.85,3.59,2.85,3.63
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,9,2.85,3.60,2.85,3.20
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,10,2.85,3.68,2.85,3.96
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,11,2.85,3.65,2.85,2.99
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,12,2.85,3.62,2.85,3.31
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,1,3.91,5.09,3.91,5.09
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,2,3.91,5.55,3.91,6.05
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,3,3.91,5.47,3.91,5.32
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,4,3.91,5.87,3.91,7.02
